0.000000,0.400000,0.900000,20.000000,413.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,414.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,415.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,416.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,417.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,417.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,418.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,418.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,419.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,419.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,420.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,420.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,421.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,421.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,422.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,422.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,422.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,423.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,423.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,423.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,424.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,424.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,424.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,425.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,425.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,425.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,426.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,426.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,426.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,427.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,427.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,427.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,428.000000,56.000000,72.000000
0.000000,0.400000,0.900000,20.000000,428.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,428.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,428.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,429.000000,56.000000,72.000000
0.000000,0.400000,0.900000,20.000000,429.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,429.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,429.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,430.000000,56.000000,72.000000
0.000000,0.400000,0.900000,20.000000,430.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,430.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,430.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,431.000000,56.000000,72.000000
0.000000,0.400000,0.900000,20.000000,431.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,431.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,431.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,432.000000,56.000000,72.000000
0.000000,0.400000,0.900000,20.000000,432.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,432.000000,58.000000,72.000000
0.000000,0.400000,0.900000,20.000000,432.000000,59.000000,72.000000
0.000000,0.400000,0.900000,20.000000,433.000000,56.000000,72.000000
0.000000,0.400000,0.900000,20.000000,433.000000,57.000000,72.000000
0.000000,0.400000,0.900000,20.000000,433.000000,58.000000,72.000000
