10.0 | 9.71095895767
3.68421052632 | 13.4497640133
3.15789473684 | 23.7295839787
1.33333333333 | 9.13092780113
2.0 | 14.7820549011
2.0 | 11.6127898693
10.0 | 26.7753009796
2.14285714286 | 36.6713438034
7.33333333333 | 9.89313316345
1.875 | 62.7537198067
7.14285714286 | 8.62449407578
10.0 | 13.5121560097
10.0 | 9.98818683624
6.9696969697 | 13.6851868629
1.78082191781 | 11.9158101082
2.33333333333 | 19.1967749596
10.0 | 10.7422318459
10.0 | 10.2741849422
10.0 | 10.5282070637
3.85964912281 | 23.9924819469
3.91891891892 | 29.7096729279
10.0 | 29.7893679142
1.0 | 21.9266340733 		ERROR
2.52631578947 | 15.0744280815
2.66666666667 | 33.1498110294
7.14285714286 | 7.63670396805
9.33333333333 | 11.3568959236
2.38095238095 | 22.3000850677
7.14285714286 | 14.2758870125
9.33333333333 | 16.9181950092
