0,0.8,1.0,0.8,0.84,1
1,1.0,0.5,0.5,0.75,1
2,0.4,0.666666666667,0.2,0.393333333333,0
3,0.6,1.0,0.8,0.74,1
4,0.0,0.333333333333,0.55,0.231666666667,-1
5,0.4,0.0,0.75,0.425,0
6,1.0,0.833333333333,0.1,0.696666666667,1
7,0.0,1.0,0.55,0.365,0
8,0.0,0.666666666667,0.55,0.298333333333,-1
9,0.2,0.5,0.1,0.23,-1
10,0.8,0.166666666667,0.2,0.493333333333,0
11,0.4,0.0,0.5,0.35,0
12,0.0,0.5,0.05,0.115,-1
13,0.6,0.166666666667,0.7,0.543333333333,0
14,0.8,0.5,0.85,0.755,1
15,1.0,0.5,0.1,0.63,0
16,0.8,0.833333333333,0.5,0.716666666667,1
17,0.0,1.0,0.35,0.305,-1
18,0.8,0.5,0.35,0.605,0
19,0.2,0.333333333333,0.55,0.331666666667,0
20,0.4,0.333333333333,0.0,0.266666666667,-1
21,0.8,0.5,1.0,0.8,1
22,0.4,0.666666666667,0.8,0.573333333333,0
23,0.8,0.666666666667,0.4,0.653333333333,1
24,0.0,0.5,0.7,0.31,-1
25,0.4,0.333333333333,0.05,0.281666666667,-1
